name,line,over,under
Josh Giddey Assists,5.5,-119.1666667,-40.5
Josh Giddey Rebounds,8.5,110,-138.5
Josh Giddey Points + Rebounds + Assists,28.5,-114.5,-113.6666667
Josh Giddey Points + Assists,20.5,-120.5,-111.5
Josh Giddey Points + Rebounds,22.5,-131,-104
Josh Giddey Rebounds + Assists,13.5,-121.5,-110.5
Josh Giddey Three Points Made,0.5,-214,152
Josh Giddey Blocks,0.5,213,-314
Josh Giddey Steals,0.5,-174,126
Josh Giddey Steals + Blocks,1.5,159,-224
Josh Giddey Turnovers,2.5,-184,133
Kenrich Williams Rebounds,4.5,106,-145
Kenrich Williams Points + Rebounds + Assists,13.5,-117,-117
Kenrich Williams Points + Rebounds,11.5,-131,-104
Kenrich Williams Rebounds + Assists,5.5,-160,116
Kenrich Williams Three Points Made,0.5,-145,106
Kenrich Williams Turnovers,0.5,-119,-115
Kenrich Williams Points,7.5,-110,-120
Luguentz Dort Points,14.5,-115.1428571,-111.4285714
Luguentz Dort Rebounds,3.5,-144.2,112
Luguentz Dort Points + Rebounds,18.5,-117,-115
Luguentz Dort Three Points Made,2.5,138.5,-176.5
Luguentz Dort Points + Rebounds + Assists,20.5,-124,-2.5
Luguentz Dort Assists,2.5,110,-151
Luguentz Dort Points + Assists,17.5,-109,-125
Luguentz Dort Rebounds + Assists,6.5,-111,-123
Luguentz Dort Blocks,0.5,172,-244
Luguentz Dort Steals,0.5,-194,139
Luguentz Dort Steals + Blocks,1.5,120,-166
Luguentz Dort Turnovers,1.5,-131,-104
Naji Marshall Points,12.5,-104.5,-128
Naji Marshall Rebounds,4.5,-118.5,-113.5
Naji Marshall Assists,2.5,-160,120.5
Naji Marshall Points + Rebounds + Assists,19.5,-111,-123
Naji Marshall Points + Rebounds,16.5,-111,-123
Naji Marshall Points + Assists,15.5,-106.5,-126
Naji Marshall Rebounds + Assists,7.5,-118.5,-113.5
Naji Marshall Three Points Made,1.5,139,-194
Naji Marshall Blocks,0.5,152,-214
Naji Marshall Steals,0.5,-214,152
Naji Marshall Steals + Blocks,1.5,116,-160
Naji Marshall Turnovers,1.5,-111,-123
S. Gilgeous-Alexander Points,30.5,-120,-110
S. Gilgeous-Alexander Assists,5.5,-110,-120
S. Gilgeous-Alexander Rebounds,4.5,-100,-130
S. Gilgeous-Alexander Points + Rebounds + Assists,40.5,-125,-105
S. Gilgeous-Alexander Points + Assists,36.5,-115,-115
S. Gilgeous-Alexander Points + Rebounds,35.5,-115,-115
S. Gilgeous-Alexander Rebounds + Assists,9.5,-130,-100
Shai Gilgeous-Alexander Rebounds,4.5,-69.25,-56.5
Shai Gilgeous-Alexander Assists,5.5,-32,-33.6
Shai Gilgeous-Alexander Points,30.5,-115.75,-110.75
Shai Gilgeous-Alexander Three Points Made,1.5,159,-210.8
Shai Gilgeous-Alexander Points + Rebounds + Assists,41.5,-115.5,-110
Shai Gilgeous-Alexander Points + Rebounds,34.5,-121,-113
Shai Gilgeous-Alexander Points + Assists,35.5,-115,-119
Shai Gilgeous-Alexander Rebounds + Assists,10.5,-103,-133
Shai Gilgeous-Alexander Blocks,0.5,-154,112
Shai Gilgeous-Alexander Steals,1.5,120,-166
Shai Gilgeous-Alexander Steals + Blocks,2.5,123,-169
Shai Gilgeous-Alexander Turnovers,3.5,104,-142
Trey Murphy Rebounds,5.5,112,-140
Trey Murphy Points,14.5,-110.5,-114.5
Trey Murphy Points + Rebounds,20.5,105,-135
Trey Murphy III Points,3.5,-151,110
Trey Murphy III Rebounds,1.5,114,-157
Trey Murphy III Assists,1.5,-113,-121
Trey Murphy III Points + Rebounds + Assists,21.5,-123,-111
Trey Murphy III Points + Rebounds,19.5,-129,-106
Trey Murphy III Points + Assists,16.5,-111,-123
Trey Murphy III Rebounds + Assists,6.5,-137,100
Trey Murphy III Three Points Made,2.5,139,-194
Trey Murphy III Blocks,0.5,136,-189
Trey Murphy III Steals,0.5,-244,172
Trey Murphy III Steals + Blocks,1.5,-103,-133
Trey Murphy III Turnovers,1.5,152,-214
Aaron Gordon Points,17.5,-113.6,-112.8
Aaron Gordon Assists,2.5,129,-163.5
Aaron Gordon Rebounds,6.5,34.5,-127.1666667
Aaron Gordon Points + Rebounds + Assists,26.5,-109.8,-117.8
Aaron Gordon Points + Assists,18.5,-115,-115
Aaron Gordon Points + Rebounds,22.5,-125,-105
Aaron Gordon Rebounds + Assists,8.5,-113,-119
Aaron Gordon Three Points Made,0.5,-177.2,136
Aaron Gordon Blocks,0.5,-135,-101
Aaron Gordon Steals,0.5,-160,116
Aaron Gordon Steals + Blocks,1.5,-111,-123
Aaron Gordon Turnovers,1.5,-145,106
Anfernee Simons Points,20.5,-112,-114.2857143
Anfernee Simons Rebounds,2.5,-113.5714286,-113.2857143
Anfernee Simons Assists,3.5,-138,110
Anfernee Simons Points + Rebounds + Assists,27.5,-109.8333333,-118.5
Anfernee Simons Points + Rebounds,23.5,-105.5,-126.5
Anfernee Simons Points + Assists,24.5,-113.5,-118.5
Anfernee Simons Rebounds + Assists,6.5,-119.5,-113
Anfernee Simons Three Points Made,3.5,-127.8,-21.4
Anfernee Simons Blocks,0.5,448,-854
Anfernee Simons Steals,0.5,-154,112
Anfernee Simons Steals + Blocks,0.5,-194,139
Anfernee Simons Turnovers,1.5,-194,139
Damian Lillard Points,28.5,-113.25,-62.25
Damian Lillard Rebounds,3.5,-113.1428571,-113.7142857
Damian Lillard Assists,7.5,-145.5,115.5
Damian Lillard Points + Rebounds + Assists,40.5,-114.2,-113
Damian Lillard Points + Rebounds,32.5,-115,-115
Damian Lillard Points + Assists,35.5,-129,-106
Damian Lillard Rebounds + Assists,11.5,-126,-7.5
Damian Lillard Three Points Made,4.5,119,-151
Damian Lillard Blocks,0.5,311,-504
Damian Lillard Steals,0.5,-160,116
Damian Lillard Steals + Blocks,0.5,-234,165
Damian Lillard Turnovers,3.5,104,-142
Drew Eubanks Points,5.5,-38,-122.6666667
Drew Eubanks Rebounds,4.5,112.6666667,-146
Drew Eubanks Turnovers,0.5,-106,-129
Drew Eubanks Points + Rebounds,9.5,-125,-105
Jamal Murray Assists,5.5,-145,112.6666667
Jamal Murray Rebounds,3.5,-123,-39.33333333
Jamal Murray Points,17.5,-117.5,-107.5
Jamal Murray Points + Rebounds + Assists,27.5,-115,-115
Jamal Murray Points + Assists,24.5,-111,-123
Jamal Murray Points + Rebounds,21.5,-115,-115
Jamal Murray Rebounds + Assists,9.5,-127.5,-105.5
Jamal Murray Three Points Made,1.5,-166,120
Jamal Murray Blocks,0.5,311,-504
Jamal Murray Steals,0.5,-234,165
Jamal Murray Steals + Blocks,1.5,133,-184
Jamal Murray Turnovers,2.5,102,-139
Jerami Grant Points,21.5,-116.375,-110.75
Jerami Grant Rebounds,4.5,121.8571429,-155.4285714
Jerami Grant Assists,2.5,-77.85714286,-120.7142857
Jerami Grant Points + Rebounds + Assists,28.5,-111.6666667,-116.5
Jerami Grant Points + Rebounds,25.5,-115,-115
Jerami Grant Points + Assists,24.5,-108.5,-123.5
Jerami Grant Rebounds + Assists,6.5,-130,-103
Jerami Grant Three Points Made,2.5,124,-157
Jerami Grant Blocks,0.5,-163,118
Jerami Grant Steals,0.5,-214,152
Jerami Grant Steals + Blocks,1.5,-157,114
Jerami Grant Turnovers,1.5,-166,120
Josh Hart Points,9.5,-115.8571429,-111.1428571
Josh Hart Rebounds,7.5,-123.8333333,30.83333333
Josh Hart Assists,3.5,118.1428571,-151.7142857
Josh Hart Points + Rebounds + Assists,20.5,-121.4,-105.4
Josh Hart Points + Rebounds,17.5,-119,-113
Josh Hart Points + Assists,13.5,-105.5,-126.5
Josh Hart Rebounds + Assists,10.5,-140,105.5
Josh Hart Three Points Made,0.5,-131,-104
Josh Hart Blocks,0.5,431,-804
Josh Hart Steals,1.5,165,-234
Josh Hart Steals + Blocks,1.5,129,-179
Josh Hart Turnovers,1.5,-101,-135
Jusuf Nurkic Points,13.5,-6,-121
Jusuf Nurkic Rebounds,9.5,-110.2857143,-116.8571429
Jusuf Nurkic Assists,2.5,-124,-46.71428571
Jusuf Nurkic Points + Rebounds + Assists,25.5,-107.3333333,-121.6666667
Jusuf Nurkic Points + Rebounds,22.5,-111,-123
Jusuf Nurkic Points + Assists,16.5,-125,-105
Jusuf Nurkic Rebounds + Assists,12.5,-109,-123
Jusuf Nurkic Three Points Made,0.5,108,-148
Jusuf Nurkic Blocks,0.5,-119,-115
Jusuf Nurkic Steals,0.5,-194,139
Jusuf Nurkic Steals + Blocks,1.5,-119,-115
Jusuf Nurkic Turnovers,2.5,143,-199
K. Caldwell-Pope Points,10.5,-125,-105
K. Caldwell-Pope Rebounds,2.5,-135,105
K. Caldwell-Pope Points + Rebounds,14.5,105,-135
Kentavious Caldwell-Pope Points,11.5,-72,-115.6
Kentavious Caldwell-Pope Rebounds,2.5,-151,117.5
Kentavious Caldwell-Pope Assists,1.5,-199,143
Kentavious Caldwell-Pope Points + Rebounds + Assists,16.5,-117,-111.6666667
Kentavious Caldwell-Pope Points + Rebounds,14.5,-117,-117
Kentavious Caldwell-Pope Points + Assists,13.5,-121,-113
Kentavious Caldwell-Pope Rebounds + Assists,4.5,-166,120
Kentavious Caldwell-Pope Three Points Made,1.5,-168,127.3333333
Kentavious Caldwell-Pope Blocks,0.5,196,-284
Kentavious Caldwell-Pope Steals,0.5,-234,165
Kentavious Caldwell-Pope Steals + Blocks,1.5,114,-157
Kentavious Caldwell-Pope Turnovers,0.5,-234,165
Nikola Jokic Points,26.5,-104,-121.6
Nikola Jokic Assists,9.5,-117.8571429,-109.7142857
Nikola Jokic Rebounds,11.5,-130.5714286,73.42857143
Nikola Jokic Points + Rebounds + Assists,47.5,-119,-109
Nikola Jokic Points + Assists,34.5,-125,-109
Nikola Jokic Points + Rebounds,37.5,-116.5,-115.5
Nikola Jokic Rebounds + Assists,21.5,-113,-120
Nikola Jokic Three Points Made,0.5,-170.6,131.8
Nikola Jokic Blocks,0.5,-145,106
Nikola Jokic Steals,1.5,104,-142
Nikola Jokic Steals + Blocks,2.5,123,-169
Nikola Jokic Turnovers,3.5,-169,123
Shaedon Sharpe Three Points Made,0.5,-121,-113
Shaedon Sharpe Turnovers,0.5,106,-145
Trendon Watford Rebounds,4.5,119,-153.6666667
Trendon Watford Rebounds + Assists,5.5,-117,-117
Trendon Watford Three Points Made,0.5,196,-284
Trendon Watford Turnovers,0.5,-163,118
Trendon Watford Points,5.5,-117.5,-107.5
Trendon Watford Points + Rebounds,10.5,105,-135
Chris Paul Points,16.5,-114.8,-111.6
Chris Paul Rebounds,4.5,-125.8571429,-45.42857143
Chris Paul Assists,10.5,-113.5,-111.8333333
Chris Paul Points + Rebounds + Assists,31.5,-122,-108
Chris Paul Points + Rebounds,20.5,-115,-115
Chris Paul Points + Assists,26.5,-118.5,-114
Chris Paul Rebounds + Assists,15.5,-117,-115
Chris Paul Three Points Made,1.5,-148,114.4
Chris Paul Blocks,0.5,252,-384
Chris Paul Steals,1.5,104,-142
Chris Paul Steals + Blocks,1.5,-135,-101
Chris Paul Turnovers,2.5,-142,104
Deandre Ayton Points,19.5,-112.6666667,-113
Deandre Ayton Rebounds,10.5,54,-132
Deandre Ayton Assists,1.5,-139.6,108.8
Deandre Ayton Points + Rebounds + Assists,31.5,-112.2,-115
Deandre Ayton Points + Rebounds,29.5,-119,-115
Deandre Ayton Points + Assists,21.5,-115,-119
Deandre Ayton Rebounds + Assists,11.5,-131,-104
Deandre Ayton Three Points Made,0.5,448,-854
Deandre Ayton Blocks,0.5,-163,118
Deandre Ayton Steals,0.5,165,-234
Deandre Ayton Steals + Blocks,1.5,139,-194
Deandre Ayton Turnovers,1.5,-174,126
Desmond Bane Points,16.5,-35.33333333,-123.3333333
Desmond Bane Three Points Made,2.5,104,-132
Dillon Brooks Points,16.5,-104.25,-122.25
Dillon Brooks Rebounds,3.5,19.4,-128.6
Dillon Brooks Assists,2.5,-111,-123
Dillon Brooks Points + Rebounds + Assists,22.5,-103,-124
Dillon Brooks Points + Rebounds,19.5,-120,-110
Dillon Brooks Points + Assists,20.5,106,-145
Dillon Brooks Rebounds + Assists,6.5,-103,-133
Dillon Brooks Three Points Made,2.5,145,-186
Dillon Brooks Blocks,0.5,334,-554
Dillon Brooks Steals,0.5,-204,146
Dillon Brooks Steals + Blocks,1.5,165,-234
Dillon Brooks Turnovers,1.5,-133,-103
Ja Morant Points,27.5,-120.7142857,-106.7142857
Ja Morant Rebounds,6.5,-72.16666667,-120.5
Ja Morant Assists,7.5,-110.5,-115.1666667
Ja Morant Points + Rebounds + Assists,42.5,-106.5,-120.5
Ja Morant Points + Rebounds,33.5,-125,-105
Ja Morant Points + Assists,35.5,-106.5,-126
Ja Morant Rebounds + Assists,13.5,-135,105
Ja Morant Three Points Made,1.5,-121.2,-27
Ja Morant Blocks,0.5,236,-354
Ja Morant Steals,1.5,165,-234
Ja Morant Steals + Blocks,1.5,112,-154
Ja Morant Turnovers,3.5,-131,-104
Jaren Jackson Jr. Points,14.5,-109.5,-118.375
Jaren Jackson Jr. Rebounds,5.5,-135.6666667,73.33333333
Jaren Jackson Jr. Assists,0.5,-151,110
Jaren Jackson Jr. Points + Rebounds + Assists,21.5,-109,-125
Jaren Jackson Jr. Points + Rebounds,20.5,-109,-123
Jaren Jackson Jr. Points + Assists,14.5,-125,-109
Jaren Jackson Jr. Rebounds + Assists,6.5,-157,114
Jaren Jackson Jr. Three Points Made,1.5,-19,-130.6
Jaren Jackson Jr. Blocks,1.5,-224,159
Jaren Jackson Jr. Steals,0.5,-135,-101
Jaren Jackson Jr. Steals + Blocks,2.5,-145,106
Jaren Jackson Jr. Turnovers,1.5,123,-169
Mikal Bridges Points,18.5,-77.71428571,-120.2857143
Mikal Bridges Rebounds,4.5,14.57142857,-128.7142857
Mikal Bridges Assists,2.5,-151.8571429,118.4285714
Mikal Bridges Points + Rebounds + Assists,25.5,-116.5,-112.5
Mikal Bridges Points + Rebounds,22.5,-117,-115
Mikal Bridges Points + Assists,21.5,-109.5,-122.5
Mikal Bridges Rebounds + Assists,7.5,-2,-130
Mikal Bridges Three Points Made,2.5,141.8,-185.8
Mikal Bridges Blocks,0.5,-142,104
Mikal Bridges Steals,1.5,178,-254
Mikal Bridges Steals + Blocks,1.5,-160,116
Mikal Bridges Turnovers,1.5,152,-214
Steven Adams Points,8.5,48.5,-128
Steven Adams Rebounds,10.5,37.16666667,-132.1666667
Steven Adams Assists,2.5,126,-174
Steven Adams Points + Rebounds + Assists,20.5,-115,-12.5
Steven Adams Points + Rebounds,18.5,-112,-120
Steven Adams Points + Assists,10.5,-108,-127
Steven Adams Rebounds + Assists,12.5,-119,-115
Steven Adams Blocks,0.5,-125,-109
Steven Adams Steals,0.5,-151,110
Steven Adams Steals + Blocks,1.5,-103,-133
Steven Adams Turnovers,1.5,-104,-131
Torrey Craig Points,9.5,-123.6666667,-71.5
Torrey Craig Rebounds,6.5,108,-136
Torrey Craig Assists,1.5,-157,114
Torrey Craig Points + Rebounds + Assists,18.5,-104,-131
Torrey Craig Points + Rebounds,16.5,-107,-125
Torrey Craig Points + Assists,11.5,-129,-106
Torrey Craig Rebounds + Assists,8.5,-101,-135
Torrey Craig Three Points Made,1.5,-118.3333333,-110.3333333
Torrey Craig Blocks,0.5,-137,100
Torrey Craig Steals,0.5,-148,108
Torrey Craig Steals + Blocks,1.5,-104,-131
Torrey Craig Turnovers,0.5,-184,133
Bradley Beal Assists,5.5,-47.71428571,-122.2857143
Bradley Beal Rebounds,4.5,43,-128.1428571
Bradley Beal Points,25.5,-117.3333333,-110.1666667
Bradley Beal Points + Rebounds + Assists,35.5,-118.5,-110.25
Bradley Beal Points + Assists,31.5,-116.5,-115.5
Bradley Beal Points + Rebounds,30.5,-113.5,-118.5
Bradley Beal Rebounds + Assists,9.5,-136.5,1.5
Bradley Beal Three Points Made,1.5,102.8,-132.6
Bradley Beal Blocks,0.5,159,-224
Bradley Beal Steals,0.5,-194,139
Bradley Beal Steals + Blocks,1.5,120,-166
Bradley Beal Turnovers,2.5,-139,102
Davion Mitchell Points,6.5,-110,-120
Davion Mitchell Three Points Made,0.5,-137,100
Davion Mitchell Turnovers,0.5,-184,133
De'aaron Fox Rebounds,4.5,-112.2857143,-114.1428571
De'aaron Fox Points,24.5,-115.25,-111.75
De'aaron Fox Assists,5.5,-139.75,111.25
De'Aaron Fox Points + Rebounds + Assists,35.5,-77.33333333,-117.1666667
De'Aaron Fox Points + Assists,30.5,-115,-117
De'Aaron Fox Points + Rebounds,28.5,-127,-108
De'Aaron Fox Rebounds + Assists,10.5,-127.5,-105.5
De'Aaron Fox Three Points Made,1.5,-126,-62.8
De'Aaron Fox Blocks,0.5,159,-224
De'Aaron Fox Steals,0.5,-214,152
De'Aaron Fox Steals + Blocks,1.5,114,-157
De'Aaron Fox Turnovers,2.5,-131,-104
Domantas Sabonis Rebounds,13.5,-126,-16.71428571
Domantas Sabonis Points,20.5,-113.2,-111.6
Domantas Sabonis Assists,6.5,-127.8571429,13.57142857
Domantas Sabonis Points + Rebounds + Assists,41.5,-111.5,-114
Domantas Sabonis Points + Assists,26.5,-120,-112
Domantas Sabonis Points + Rebounds,33.5,-124,-108
Domantas Sabonis Rebounds + Assists,20.5,-127,-6.5
Domantas Sabonis Three Points Made,0.5,172,-244
Domantas Sabonis Blocks,0.5,108,-148
Domantas Sabonis Steals,0.5,-174,126
Domantas Sabonis Steals + Blocks,1.5,108,-148
Domantas Sabonis Turnovers,2.5,-160,116
Harrison Barnes Rebounds,5.5,-112.4285714,-114.1428571
Harrison Barnes Points,14.5,-125,-1.5
Harrison Barnes Points + Rebounds,20.5,-129,-106
Harrison Barnes Three Points Made,1.5,149.8,-195.8
Harrison Barnes Points + Rebounds + Assists,22.5,-121,-106.8
Harrison Barnes Assists,1.5,-174,126
Harrison Barnes Points + Assists,17.5,-115,-119
Harrison Barnes Rebounds + Assists,7.5,-123,-111
Harrison Barnes Blocks,0.5,345,-579
Harrison Barnes Steals,0.5,-142,104
Harrison Barnes Steals + Blocks,0.5,-204,146
Harrison Barnes Turnovers,1.5,143,-199
Keegan Murray Points,13.5,-119.375,-108.25
Keegan Murray Rebounds,4.5,109.5714286,-140.4285714
Keegan Murray Assists,0.5,-157,114
Keegan Murray Points + Rebounds + Assists,19.5,-111,-114.5
Keegan Murray Points + Rebounds,18.5,-107,-125
Keegan Murray Points + Assists,14.5,-125,-109
Keegan Murray Rebounds + Assists,4.5,-154,112
Keegan Murray Three Points Made,2.5,142.6,-185.6
Keegan Murray Blocks,0.5,-104,-131
Keegan Murray Steals,0.5,-125,-109
Keegan Murray Steals + Blocks,1.5,123,-169
Keegan Murray Turnovers,0.5,-244,172
Kevin Huerter Points,14.5,-114.75,-87.875
Kevin Huerter Rebounds,3.5,114.4,-148.4
Kevin Huerter Assists,2.5,-148.6666667,116.3333333
Kevin Huerter Points + Rebounds + Assists,20.5,-119,-107
Kevin Huerter Points + Rebounds,18.5,-119,-115
Kevin Huerter Points + Assists,17.5,-129,-106
Kevin Huerter Rebounds + Assists,6.5,-109,-125
Kevin Huerter Three Points Made,2.5,57,-126.2
Kevin Huerter Blocks,0.5,247,-374
Kevin Huerter Steals,0.5,-204,146
Kevin Huerter Steals + Blocks,1.5,139,-194
Kevin Huerter Turnovers,1.5,133,-184
Malik Monk Points,13.5,-113.5,-115
Malik Monk Assists,3.5,116,-160
Malik Monk Points + Rebounds + Assists,18.5,-117,-117
Malik Monk Points + Rebounds,15.5,-119,-115
Malik Monk Points + Assists,16.5,-123,-111
Malik Monk Rebounds + Assists,5.5,-108,-127
Malik Monk Three Points Made,1.5,-117,-117
Malik Monk Turnovers,1.5,-115,-119
Dennis Schroder Assists,4.5,47.42857143,-134.1428571
Dennis Schroder Points,12.5,-123.7142857,-75.85714286
Dennis Schroder Points + Assists,16.5,-133,-103
Dennis Schroder Points + Rebounds + Assists,20.5,102,-129.5
Dennis Schroder Three Points Made,1.5,157.2,-208.8
Dennis Schroder Rebounds,2.5,106,-145
Dennis Schroder Points + Rebounds,15.5,-129,-106
Dennis Schroder Rebounds + Assists,6.5,-131,-104
Dennis Schroder Blocks,0.5,548,-1204
Dennis Schroder Steals,0.5,-151,110
Dennis Schroder Steals + Blocks,0.5,-184,133
Dennis Schroder Turnovers,1.5,-145,106
Gordon Hayward Points,16.5,-107.75,-121
Gordon Hayward Rebounds,5.5,110,-142.6666667
Gordon Hayward Assists,3.5,119.6666667,-153.6666667
Gordon Hayward Points + Rebounds + Assists,24.5,-123.6666667,26.33333333
Gordon Hayward Points + Rebounds,21.5,-116.5,-115.5
Gordon Hayward Points + Assists,19.5,-115.5,-116.5
Gordon Hayward Rebounds + Assists,8.5,-111.5,-121
Gordon Hayward Three Points Made,1.5,116,-160
Gordon Hayward Blocks,0.5,213,-314
Gordon Hayward Steals,0.5,-214,152
Gordon Hayward Steals + Blocks,1.5,118,-163
Gordon Hayward Turnovers,1.5,-121,-113
LaMelo Ball Points,23.5,-112,-113.5
LaMelo Ball Assists,7.5,-141,112.3333333
LaMelo Ball Rebounds,5.5,-120.8333333,-105.5
LaMelo Ball Points + Rebounds + Assists,36.5,-117.6666667,-111
Lamelo Ball Points + Assists,30.5,-123,-111
Lamelo Ball Points + Rebounds,28.5,-123,-111
Lamelo Ball Rebounds + Assists,13.5,-120.5,-111.5
LaMelo Ball Three Points Made,3.5,-113.6,-114.2
LaMelo Ball Blocks,0.5,252,-384
LaMelo Ball Steals,1.5,110,-151
LaMelo Ball Steals + Blocks,1.5,-127,-108
LaMelo Ball Turnovers,3.5,120,-166
LeBron James Points,31.5,-117.8333333,-110.5
LeBron James Rebounds,8.5,-127.4285714,42.42857143
LeBron James Assists,6.5,-130.1428571,15.57142857
LeBron James Points + Rebounds + Assists,47.5,-121,-107.6666667
LeBron James Points + Rebounds,40.5,-117,-115
LeBron James Points + Assists,37.5,-139,102
LeBron James Rebounds + Assists,15.5,-115.5,-116.5
LeBron James Three Points Made,2.5,144.6,-188.6
LeBron James Blocks,0.5,-145,106
LeBron James Steals,1.5,159,-224
LeBron James Steals + Blocks,1.5,-179,129
LeBron James Turnovers,3.5,126,-174
Lonnie Walker Points,15.5,-7.5,-118.5
Lonnie Walker Rebounds,2.5,-134.5,107.5
Lonnie Walker Points + Rebounds,18.5,-110,-120
Lonnie Walker IV Points,15.5,-111.3333333,-116.3333333
Lonnie Walker IV Rebounds,2.5,-150,116
Lonnie Walker IV Assists,1.5,108,-148
Lonnie Walker IV Points + Rebounds + Assists,19.5,-119.8,-108
Lonnie Walker IV Points + Rebounds,18.5,-123,-111
Lonnie Walker IV Points + Assists,17.5,-106,-129
Lonnie Walker IV Rebounds + Assists,4.5,100,-137
Lonnie Walker IV Three Points Made,2.5,150.6,-197.8
Lonnie Walker IV Blocks,0.5,202,-294
Lonnie Walker IV Steals,0.5,-125,-109
Lonnie Walker IV Steals + Blocks,0.5,-224,159
Lonnie Walker IV Turnovers,0.5,-214,152
Mason Plumlee Points,9.5,-118.3333333,-76.16666667
Mason Plumlee Assists,2.5,-130.4285714,44.71428571
Mason Plumlee Rebounds,8.5,-114.2857143,-112.8571429
Mason Plumlee Points + Rebounds + Assists,21.5,29,-125
Mason Plumlee Points + Assists,12.5,-114,-118
Mason Plumlee Points + Rebounds,18.5,-110.5,-121.5
Mason Plumlee Rebounds + Assists,11.5,-112,-120
Mason Plumlee Blocks,0.5,-142,104
Mason Plumlee Steals,0.5,-135,-101
Mason Plumlee Steals + Blocks,1.5,-103,-133
Mason Plumlee Turnovers,1.5,104,-142
P.J Washington Points,11.5,-122,100
P.J Washington Rebounds,4.5,102,-124
P.J. Washington Points,11.5,-130,-100
P.J. Washington Rebounds,4.5,33,-128.3333333
P.J. Washington Points + Rebounds,16.5,-115,-115
P.J. Washington Points + Rebounds + Assists,22.5,-122,-104
Patrick Beverley Points,6.5,-129.25,-0.5
Patrick Beverley Rebounds,3.5,-125.3333333,-37.33333333
Patrick Beverley Assists,2.5,-125.3333333,-103.6666667
Patrick Beverley Points + Rebounds + Assists,13.5,-117,-115
Patrick Beverley Points + Rebounds,10.5,-128.5,-5
Patrick Beverley Points + Assists,9.5,-122.5,-109.5
Patrick Beverley Rebounds + Assists,6.5,-109,-123
Patrick Beverley Three Points Made,0.5,-224,159
Patrick Beverley Blocks,0.5,-135,-101
Patrick Beverley Steals,0.5,-169,123
Patrick Beverley Steals + Blocks,1.5,-109,-125
Patrick Beverley Turnovers,1.5,159,-224
PJ Washington Points,12.5,1.5,-136.5
PJ Washington Rebounds,4.5,-108,-127
PJ Washington Assists,1.5,-131,-104
PJ Washington Points + Rebounds + Assists,17.5,-108,-127
PJ Washington Points + Rebounds,15.5,-125,-109
PJ Washington Points + Assists,12.5,-131,-104
PJ Washington Rebounds + Assists,6.5,-111,-123
PJ Washington Three Points Made,1.5,118,-163
PJ Washington Blocks,0.5,-145,106
PJ Washington Steals,0.5,-151,110
PJ Washington Steals + Blocks,1.5,-106,-129
PJ Washington Turnovers,1.5,146,-204
Russell Westbrook Assists,7.5,-38.33333333,-122.8333333
Russell Westbrook Points,15.5,12.57142857,-126
Russell Westbrook Rebounds,6.5,-122.1666667,-105.1666667
Russell Westbrook Points + Rebounds + Assists,29.5,-113.5,-112.5
Russell Westbrook Points + Assists,22.5,-115,-119
Russell Westbrook Points + Rebounds,21.5,-123,-111
Russell Westbrook Rebounds + Assists,13.5,-127,-108
Russell Westbrook Three Points Made,0.5,-159.2,123.2
Russell Westbrook Steals + Blocks,1.5,112,-154
Russell Westbrook Turnovers,3.5,123,-169
Thomas Bryant Points,15.5,-128.6666667,66.83333333
Thomas Bryant Rebounds,8.5,-118.4285714,-108.7142857
Thomas Bryant Points + Rebounds,24.5,-117,-115
Thomas Bryant Points + Rebounds + Assists,26.5,-106,-120
Thomas Bryant Assists,1.5,-111,-123
Thomas Bryant Points + Assists,17.5,-123,-111
Thomas Bryant Rebounds + Assists,10.5,-101,-135
Thomas Bryant Three Points Made,0.5,-199,143
Thomas Bryant Blocks,0.5,-179,129
Thomas Bryant Steals,0.5,106,-145
Thomas Bryant Steals + Blocks,1.5,108,-148
Thomas Bryant Turnovers,1.5,114,-157